Company_Name_cl,License_type_cl,Application_department_cl,Application_date_middle_code_cl,Application_date_cl,Award_date_cl,Expiry_date_cl,Commodity_cl,Area_acre_cl,Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,231,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,232,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,233,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,234,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,235,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,236,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,237,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,238,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,239,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,240,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,241,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,242,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,243,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,244,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,245,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,246,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,247,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,248,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,249,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,250,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,251,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,252,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,253,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,254,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,255,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,256,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,257,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,258,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,259,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,260,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,261,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,262,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,263,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,264,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,265,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,266,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,267,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,268,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,269,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,270,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,271,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,272,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,273,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,274,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,275,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,276,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,277,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,278,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,279,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,280,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,281,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,282,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,283,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,284,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,285,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,286,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,287,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,288,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,289,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,290,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,291,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,292,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,293,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,294,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,295,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,296,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,297,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,298,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,299,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,300,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,301,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,302,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,303,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,304,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,305,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,306,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,307,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,308,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,309,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,310,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,311,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,312,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,313,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,314,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,315,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,316,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,317,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,318,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,319,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,320,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,321,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,322,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,323,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,324,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,325,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,326,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,327,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,328,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,329,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,330,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,331,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,332,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,333,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,334,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,335,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,336,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,337,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,338,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,339,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,340,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,341,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,342,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,343,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,344,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,345,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,346,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,347,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,348,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,349,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,350,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,351,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,352,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,353,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,354,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,355,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,356,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,357,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,358,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,359,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,360,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,361,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,362,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,363,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,364,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,365,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,366,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,367,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,368,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,369,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,370,
