Company_Name_cl,License_type_cl,Application_department_cl,Application_date_middle_code_cl,Application_date_cl,Award_date_cl,Expiry_date_cl,Commodity_cl,Area_acre_cl,Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,48,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,62,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,63,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,64,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,77,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,78,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,79,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,87,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,88,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,89,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,95,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,96,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,97,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,106,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,107,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,108,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,117,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,118,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,119,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,128,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,129,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,130,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,144,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,145,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,146,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,155,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,156,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,157,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,166,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,167,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,168,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,176,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,177,
RICHEST GEMS COMPANY LIMITED,Sharing,Oo Si,1/08,2008-03-15,2008-03-10,2013-03-10,Jade,79,Kachin State,Mamon,3,
RICHEST GEMS COMPANY LIMITED,Sharing,Oo Si,1/08,2008-03-15,2008-04-28,2013-04-27,Jade,95,Kachin State,War Kyae,6,
RICHEST GEMS COMPANY LIMITED,Sharing,Oo Si,3/08,2008-11-02,2009-05-28,2014-05-27,Jade,9,Kachin State,Thaung Cho,2,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Sharing,Oo Si,1/07,2007-02-16,2007-04-09,2012-04-08,Jade,146,Kachin State,Ngo Pinn,2,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/11,2011-05-14,2010-12-17,2013-12-16,Jade,1,Kachin State,Mana,47,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/09,2009-04-05,2009-03-06,2014-03-05,Jade,1,Kachin State,Mhaw Si Sar,218,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/09,2009-04-05,2009-03-06,2014-03-05,Jade,1,Kachin State,Mhaw Si Sar,219,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/09,2009-04-05,2009-03-06,2014-03-05,Jade,1,Kachin State,Mhaw Si Sar,220,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/09,2009-04-05,2009-03-06,2014-03-05,Jade,1,Kachin State,Mhaw Si Sar,227,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/09,2009-04-05,2009-06-17,2014-03-05,Jade,1,Kachin State,Sha Yaung Kha,372,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,6/07,2008-03-15,2009-07-21,2014-03-05,Jade,1,Kachin State,Mana,143,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,6/07,2008-03-15,2009-07-21,2014-03-05,Jade,1,Kachin State,Mana,145,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,6/07,2008-03-15,2009-10-28,2014-10-27,Jade,1,Kachin State,Mana,144,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,6/07,2008-03-15,2010-05-11,2015-05-10,Jade,1,Kachin State,Mana,146,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,6/07,2008-03-15,2010-05-11,2015-05-10,Jade,1,Kachin State,Mana,147,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,6/07,2008-03-15,2010-05-11,2015-05-10,Jade,1,Kachin State,Mana,148,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-06-13,2015-06-12,Jade,1,Kachin State,Mat Lin Chaung,189,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-09-12,2015-09-11,Jade,1,Kachin State,Kyet Paung Chaung Phyar,5,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-09-12,2015-09-11,Jade,1,Kachin State,Kyet Paung Chaung Phyar,6,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-09-12,2015-09-11,Jade,1,Kachin State,Kyet Paung Chaung Phyar,7,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,4/10,2010-09-28,2010-11-10,2015-11-09,Jade,1,Kachin State,Phar Kant Gyi,72,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-08-23,2017-08-22,Jade,1,Kachin State,Sha Yaung Kha,77,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-08-23,2017-08-22,Jade,1,Kachin State,Maw Maung,97,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-08-23,2017-08-22,Jade,1,Kachin State,Maw Maung,102,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-09-03,2017-09-02,Jade,1,Kachin State,Nant Mhaw,142,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-09-03,2017-09-02,Jade,1,Kachin State,Sha Yaung Kha,63,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,4/06,2006-12-04,2007-10-24,2012-10-23,Jade,1,Kachin State,Mana,217,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-05-09,2013-05-08,Jade,1,Kachin State,Maw Maung,123,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,46,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,47,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,48,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,49,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,50,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,51,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,52,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,53,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,54,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2008-09-20,2013-09-19,Jade,1,Kachin State,Mana,98,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/10,2010-05-17,2008-09-20,2013-09-19,Jade,1,Kachin State,Sha Yaung Kha,188,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-03-20,2014-03-19,Jade,1,Kachin State,Sha Yaung Kha,60,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-05-19,2014-05-18,Jade,1,Kachin State,Sha Yaung Kha,337,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-05-19,2014-05-18,Jade,1,Kachin State,Sha Yaung Kha,338,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/10,2010-02-04,2010-05-11,2015-05-10,Jade,1,Kachin State,Mana,146,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/10,2010-02-04,2010-05-11,2015-05-10,Jade,1,Kachin State,Mana,147,
LINN LETT WIN YADANAR GEMS COMPANY LIMITED,Private,Oo Si,1/10,2010-02-04,2010-05-11,2015-05-10,Jade,1,Kachin State,Mana,18,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/10,2010-09-28,2010-10-24,2013-10-23,Jade,1,Kachin State,Ma Mon,36,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-05-10,2014-05-09,Jade,1,Kachin State,Maw Maung,212,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,1/10,2010-02-04,2009-12-20,2012-12-19,Jade,1,Kachin State,Nant Mhaw,53,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-04-02,2014-04-01,Jade,1,Kachin State,Nant Mhaw,238,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-04-02,2014-04-01,Jade,1,Kachin State,Nant Mhaw,239,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-03-08,2014-03-07,Jade,1,Kachin State,Sha Yaung Kha,128,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-03-08,2014-03-07,Jade,1,Kachin State,Sha Yaung Kha,130,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-03-08,2014-03-07,Jade,1,Kachin State,Sha Yaung Kha,132,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-03-08,2014-03-07,Jade,1,Kachin State,Sha Yaung Kha,134,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/13,2013-02-15,2011-12-11,2016-12-10,Jade,1,Kachin State,Nant Mhaw,282,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/13,2013-02-15,2011-12-11,2016-12-10,Jade,1,Kachin State,Nant Mhaw,284,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/13,2013-02-15,2011-12-11,2016-12-10,Jade,1,Kachin State,Nant Mhaw,286,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/13,2013-02-15,2012-08-28,2017-08-27,Jade,1,Kachin State,Sha Yaung Kha,375,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/13,2013-02-15,2012-08-28,2017-08-27,Jade,1,Kachin State,Sha Yaung Kha,376,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/13,2013-02-15,2012-08-28,2017-08-27,Jade,1,Kachin State,Sha Yaung Kha,377,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/13,2013-02-15,2012-09-12,2017-09-11,Jade,1,Kachin State,Mat Lin Chaung,107,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-02-02,2014-02-01,Jade,1,Kachin State,Nant Mhaw,230,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-02-02,2014-02-01,Jade,1,Kachin State,Nant Mhaw,231,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-02-02,2014-02-01,Jade,1,Kachin State,Nant Mhaw,233,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-02-02,2014-02-01,Jade,1,Kachin State,Nant Mhaw,234,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-02-02,2014-02-01,Jade,1,Kachin State,Nant Mhaw,235,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-30,2013-11-29,Jade,1,Kachin State,Nant Mhaw,236,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,2/11,2011-06-19,2011-02-02,2014-02-01,Jade,1,Kachin State,Nant Mhaw,237,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,1/11,2011-05-14,2011-01-11,2014-01-10,Jade,1,Kachin State,Nant Mhaw,246,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,1/11,2011-05-14,2010-12-08,2013-12-07,Jade,1,Kachin State,Nant Mhaw,283,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,1/11,2011-05-14,2010-12-08,2013-12-07,Jade,1,Kachin State,Nant Mhaw,285,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-29,2013-11-28,Jade,1,Kachin State,Maw Maung,53,
"EVER WINNER GEMS CO., LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-29,2013-11-28,Jade,1,Kachin State,Maw Maung,101,
AUNG HEIN MIN GEMS COMPANY LIMITED,Sharing,Oo Si,3/08,2008-11-01,2009-03-09,2014-03-08,Jade,33,Kachin State,Inn Mar,6,
AUNG HEIN MIN GEMS COMPANY LIMITED,Sharing,Oo Si,2/10,2010-05-17,2010-10-22,2015-10-21,Jade,65,Kachin State,San Ka Htan,10,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-02-03,2017-02-02,Jade,1,Kachin State,Sa Pot,118,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-02-03,2017-02-02,Jade,1,Kachin State,Sa Pot,119,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-02-03,2017-02-02,Jade,1,Kachin State,Ka Yin Chaung,97,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2012-05-08,2017-05-07,Jade,1,Kachin State,Ka Yin Chaung,98,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2011-07-20,2014-07-19,Jade,1,Kachin State,Maw One Lay,127,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,3/13,2013-02-15,2011-07-20,2014-07-19,Jade,1,Kachin State,Maw One Lay,128,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,6,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,7,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,9,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,10,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,11,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,12,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,13,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,14,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,15,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,16,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,17,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,18,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-26,2014-08-25,Jade,1,Kachin State,Sai Lo,19,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,64
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,65
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,66
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,67
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,68
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,72
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,73
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,74
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,75
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,76
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,80
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,81
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,82
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,83
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,84
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-31,2014-08-30,Jade,1,Kachin State,Taw Mhaw,yanpyo,88
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2011-11-11,2016-11-10,Jade,1,Kachin State,Maw One Lay,27,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-19,2017-01-18,Jade,1,Kachin State,Maw One Gyi,47,
AUNG HEIN MIN GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-19,2017-01-18,Jade,1,Kachin State,Maw One Gyi,74,
WAI AUNG GABAR GEMS COMPANY LIMITED,Sharing,Oo Si,1/07,2007-02-16,2012-04-07,2015-04-06,Jade,154,Kachin State,Ngo Pinn,5,
WAI AUNG GABAR GEMS COMPANY LIMITED,Sharing,Oo Si,2/13,2013-01-18,2013-03-20,2018-03-19,Jade,0.15,Kachin State,Mana,7,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Oo Si,6/13,2013-09-20,2013-10-10,2016-10-09,Gems,1,Shan State,Loi  Saung Htauk Phaw Htoke,Pha La-417,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,87,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,88,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,89,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,90,
